	[C](normalized)	[CCML](normalized)	[Ca](normalized)	[CWP](normalized)	[N](normalized)	[NCML](normalized)
hsa_circ_0056121	1	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0055945	2.321928095	1.663747764	3.549000403	2.072285357	0.658751561	0.485919059
hsa_circ_0055940	0	0.663747764	0.549000403	1.487322856	0.658751561	0.485919059
hsa_circ_0055904	3.169925001	2.663747764	2.870928498	0.487322856	0.658751561	0.485919059
hsa_circ_0055850	0	2.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0055811	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0055628	0	2.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0055554	0	0.663747764	3.356355325	0.487322856	0.658751561	0.485919059
hsa_circ_0055553	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0055499	2.321928095	0.663747764	3.356355325	0.487322856	0.658751561	0.485919059
hsa_circ_0055451	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0055426	0	0.663747764	0.549000403	2.072285357	0.658751561	0.485919059
hsa_circ_0055412	1.584962501	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0055397	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0055371	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0055252	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0055204	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0055190	0	1.663747764	3.356355325	1.487322856	0.658751561	0.485919059
hsa_circ_0055173	0	1.663747764	3.133962904	1.487322856	0.658751561	0.485919059
hsa_circ_0055160	1.584962501	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0055151	3.584962501	0.663747764	4.549000403	2.809250951	5.30260775	2.485919059
hsa_circ_0055149	0	0.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0055120	0	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0055113	0	1.663747764	3.356355325	1.487322856	0.658751561	0.485919059
hsa_circ_0055102	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0055095	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0055066	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0055059	0	0.663747764	0.549000403	0.487322856	0.658751561	2.070881559
hsa_circ_0055055	1.584962501	0.663747764	2.870928498	0.487322856	0.658751561	0.485919059
hsa_circ_0055054	1.584962501	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0055021	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0055019	0	0.663747764	3.133962904	0.487322856	3.828676562	0.485919059
hsa_circ_0055014	2	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0054971	1.584962501	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0054903	0	0.663747764	3.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0054886	0	2.985675859	0.549000403	0.487322856	3.828676562	0.485919059
hsa_circ_0054877	0	0.663747764	2.133962904	0.487322856	4.828676562	0.485919059
hsa_circ_0054876	0	0.663747764	3.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0054803	0	0.663747764	0.549000403	0.487322856	2.980679655	0.485919059
hsa_circ_0054716	0	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0054687	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0054683	1.584962501	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0054598	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0054547	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0054515	1.584962501	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0054498	0	2.248710265	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0054406	3	0.663747764	0.549000403	2.072285357	0.658751561	0.485919059
hsa_circ_0054388	0	0.663747764	0.549000403	0.487322856	0.658751561	1.485919059
hsa_circ_0054353	0	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0054345	0	0.663747764	4.008432022	0.487322856	0.658751561	0.485919059
hsa_circ_0054309	2.321928095	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0054303	2.807354922	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0054263	0	1.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0054254	1.584962501	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0054248	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0054218	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0054214	2.807354922	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0054198	0	0.663747764	0.549000403	0.487322856	2.980679655	0.485919059
hsa_circ_0054144	2.321928095	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0054034	2	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0053907	1	0.663747764	3.356355325	0.487322856	0.658751561	0.485919059
hsa_circ_0053882	0	0.663747764	3.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0053829	1	0.663747764	2.870928498	0.487322856	0.658751561	0.485919059
hsa_circ_0053816	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0053535	0	0.663747764	2.870928498	0.487322856	0.658751561	0.485919059
hsa_circ_0053441	0	2.663747764	3.356355325	0.487322856	0.658751561	0.485919059
hsa_circ_0053420	0	0.663747764	0.549000403	0.487322856	2.243714061	0.485919059
hsa_circ_0053413	2	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0053410	2	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0053406	0	2.248710265	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0053393	0	0.663747764	0.549000403	0.487322856	3.466106483	0.485919059
hsa_circ_0053370	1.584962501	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0053306	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0053297	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0053090	0	0.663747764	0.549000403	1.487322856	0.658751561	0.485919059
hsa_circ_0053070	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0053063	0	2.248710265	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0053061	0	0.663747764	0.549000403	0.487322856	3.466106483	0.485919059
hsa_circ_0053036	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0052978	0	0.663747764	0.549000403	0.487322856	3.828676562	0.485919059
hsa_circ_0052967	0	0.663747764	0.549000403	0.487322856	0.658751561	2.070881559
hsa_circ_0052966	0	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0052963	0	3.248710265	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0052941	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0052867	0	0.663747764	1.549000403	0.487322856	0.658751561	2.485919059
hsa_circ_0052743	0	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0052648	2	0.663747764	2.870928498	0.487322856	0.658751561	0.485919059
hsa_circ_0052612	0	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0052527	0	2.248710265	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0052114	1.584962501	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0052112	3	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0052095	3.321928095	2.663747764	0.549000403	2.072285357	4.565642156	3.807847153
hsa_circ_0052084	0	0.663747764	0.549000403	2.072285357	0.658751561	0.485919059
hsa_circ_0052012	2.584962501	2.985675859	4.008432022	2.487322856	0.658751561	0.485919059
hsa_circ_0052001	0	2.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0051849	3.459431619	1.663747764	1.549000403	3.294677779	0.658751561	0.485919059
hsa_circ_0051718	0	0.663747764	0.549000403	2.072285357	0.658751561	0.485919059
hsa_circ_0051680	4	0.663747764	4.455890999	1.487322856	0.658751561	0.485919059
hsa_circ_0051660	0	0.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0051527	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0051454	2.321928095	0.663747764	2.870928498	0.487322856	0.658751561	0.485919059
hsa_circ_0051449	0	0.663747764	2.870928498	0.487322856	0.658751561	2.070881559
hsa_circ_0051401	0	0.663747764	4.636463244	0.487322856	0.658751561	0.485919059
hsa_circ_0051399	0	0.663747764	2.549000403	2.487322856	0.658751561	0.485919059
hsa_circ_0051220	0	0.663747764	3.718925404	2.487322856	0.658751561	0.485919059
hsa_circ_0051218	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0051134	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0051132	0	2.248710265	0.549000403	1.487322856	0.658751561	0.485919059
hsa_circ_0051123	0	0.663747764	3.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0050954	0	1.663747764	3.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0050565	0	0.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0050511	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0050509	0	3.248710265	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0050464	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0050463	0	3.248710265	3.718925404	0.487322856	0.658751561	1.485919059
hsa_circ_0050462	0	0.663747764	0.549000403	0.487322856	0.658751561	2.070881559
hsa_circ_0050378	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0050334	2.584962501	3.471102686	2.870928498	2.072285357	4.243714061	3.293273981
hsa_circ_0050301	0	0.663747764	0.549000403	0.487322856	3.466106483	0.485919059
hsa_circ_0050286	1.584962501	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0050277	2	2.248710265	0.549000403	0.487322856	3.466106483	0.485919059
hsa_circ_0050273	1.584962501	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0050263	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0050212	2	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0049884	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0049798	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0049792	3	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0049704	0	0.663747764	0.549000403	0.487322856	3.243714061	0.485919059
hsa_circ_0049540	0	0.663747764	3.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0049462	0	0.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0049434	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0049398	0	0.663747764	0.549000403	2.072285357	0.658751561	0.485919059
hsa_circ_0049392	0	0.663747764	3.549000403	0.487322856	2.243714061	0.485919059
hsa_circ_0049375	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0049356	0	0.663747764	2.870928498	0.487322856	0.658751561	0.485919059
hsa_circ_0049336	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0049335	2	3.471102686	3.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0049303	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0049282	0	2.248710265	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0049279	0	2.663747764	2.870928498	0.487322856	0.658751561	0.485919059
hsa_circ_0049144	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0049024	2.321928095	0.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0048931	2	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0048775	0	0.663747764	0.549000403	1.487322856	0.658751561	0.485919059
hsa_circ_0048691	0	0.663747764	0.549000403	0.487322856	2.658751561	0.485919059
hsa_circ_0048687	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0048683	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0048682	0	0.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0048584	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0048492	1.584962501	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0048259	0	3.248710265	4.249440121	2.487322856	0.658751561	0.485919059
hsa_circ_0048000	0	0.663747764	0.549000403	0.487322856	1.658751561	0.485919059
hsa_circ_0047921	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0047900	0	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0047885	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0047864	0	0.663747764	0.549000403	1.487322856	0.658751561	0.485919059
hsa_circ_0047803	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0047769	2.584962501	0.663747764	0.549000403	0.487322856	3.980679655	2.485919059
hsa_circ_0047744	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0047705	0	0.663747764	2.870928498	0.487322856	0.658751561	0.485919059
hsa_circ_0047697	0	0.663747764	0.549000403	0.487322856	3.466106483	0.485919059
hsa_circ_0047689	0	2.248710265	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0047624	0	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0047500	0	0.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0047427	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0047398	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0047391	0	0.663747764	0.549000403	0.487322856	0.658751561	1.485919059
hsa_circ_0047378	0	0.663747764	0.549000403	2.487322856	0.658751561	0.485919059
hsa_circ_0047322	0	2.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0047270	3.584962501	4.471102686	5.008432022	1.487322856	0.658751561	2.485919059
hsa_circ_0047253	0	0.663747764	4.008432022	0.487322856	0.658751561	0.485919059
hsa_circ_0047079	0	0.663747764	2.870928498	0.487322856	0.658751561	0.485919059
hsa_circ_0046999	0	2.248710265	3.356355325	3.294677779	0.658751561	2.485919059
hsa_circ_0046941	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0046909	2	2.248710265	3.718925404	0.487322856	0.658751561	0.485919059
hsa_circ_0046883	1	3.471102686	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0046882	0	1.663747764	2.870928498	1.487322856	0.658751561	0.485919059
hsa_circ_0046881	0	0.663747764	3.356355325	0.487322856	0.658751561	0.485919059
hsa_circ_0046876	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0046843	2.807354922	2.985675859	3.718925404	3.294677779	5.466106483	0.485919059
hsa_circ_0046842	0	1.663747764	0.549000403	0.487322856	3.828676562	0.485919059
hsa_circ_0046841	2	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0046729	1	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0046702	1.584962501	1.663747764	3.356355325	2.809250951	0.658751561	0.485919059
hsa_circ_0046681	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0046677	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0046655	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0046557	0	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0046534	2.321928095	0.663747764	1.549000403	0.487322856	4.118183179	0.485919059
hsa_circ_0046533	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0046524	1.584962501	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0046272	0	0.663747764	0.549000403	0.487322856	0.658751561	1.485919059
hsa_circ_0046263	3.584962501	3.663747764	4.636463244	2.072285357	0.658751561	3.070881559
hsa_circ_0046203	0	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0046178	0	0.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0046092	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0046013	2.584962501	2.663747764	0.549000403	0.487322856	1.658751561	0.485919059
hsa_circ_0045994	0	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0045948	2	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0045923	0	0.663747764	3.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0045917	1.584962501	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0045897	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0045881	0	0.663747764	2.870928498	0.487322856	1.658751561	0.485919059
hsa_circ_0045861	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0045849	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0045842	1	0.663747764	2.870928498	0.487322856	0.658751561	0.485919059
hsa_circ_0045839	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0045758	0	2.248710265	4.008432022	2.487322856	0.658751561	0.485919059
hsa_circ_0045751	0	0.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0045714	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0045638	1.584962501	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0045602	0	2.248710265	3.870928498	0.487322856	0.658751561	0.485919059
hsa_circ_0045601	0	0.663747764	0.549000403	0.487322856	2.243714061	0.485919059
hsa_circ_0045534	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0045502	1.584962501	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0045455	0	2.248710265	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0045409	0	1.663747764	0.549000403	1.487322856	0.658751561	0.485919059
hsa_circ_0045342	0	0.663747764	0.549000403	0.487322856	3.243714061	0.485919059
hsa_circ_0045341	2.321928095	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0045337	0	0.663747764	0.549000403	0.487322856	1.658751561	0.485919059
hsa_circ_0045334	0	3.248710265	4.008432022	0.487322856	0.658751561	2.070881559
hsa_circ_0045308	0	1.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0045306	0	2.248710265	2.133962904	2.072285357	0.658751561	0.485919059
hsa_circ_0045225	0	0.663747764	0.549000403	2.487322856	0.658751561	0.485919059
hsa_circ_0045224	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0045220	0	0.663747764	1.549000403	0.487322856	2.243714061	0.485919059
hsa_circ_0045128	0	0.663747764	2.870928498	0.487322856	0.658751561	0.485919059
hsa_circ_0045096	1.584962501	0.663747764	0.549000403	2.072285357	0.658751561	0.485919059
hsa_circ_0045016	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0044907	2.321928095	3.471102686	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0044839	2.584962501	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0044833	2.584962501	2.663747764	4.455890999	2.809250951	0.658751561	0.485919059
hsa_circ_0044767	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0044708	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0044639	1.584962501	0.663747764	3.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0044638	0	0.663747764	3.356355325	0.487322856	0.658751561	0.485919059
hsa_circ_0044623	2.321928095	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0044566	2.584962501	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0044556	0	0.663747764	2.870928498	0.487322856	0.658751561	0.485919059
hsa_circ_0044542	4.321928095	0.663747764	4.008432022	0.487322856	0.658751561	0.485919059
hsa_circ_0044449	0	0.663747764	0.549000403	2.072285357	0.658751561	0.485919059
hsa_circ_0044352	2.321928095	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0044302	0	3.471102686	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0044301	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0044274	1.584962501	2.985675859	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0044270	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0044268	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0044266	1	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0044249	0	1.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0044234	3.169925001	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0044183	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0044177	0	0.663747764	4.356355325	2.487322856	0.658751561	0.485919059
hsa_circ_0044171	0	0.663747764	0.549000403	0.487322856	3.466106483	0.485919059
hsa_circ_0044118	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0044079	0	1.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0044020	2.584962501	0.663747764	3.356355325	0.487322856	0.658751561	0.485919059
hsa_circ_0044006	0	0.663747764	0.549000403	1.487322856	0.658751561	0.485919059
hsa_circ_0043975	0	0.663747764	0.549000403	2.072285357	0.658751561	0.485919059
hsa_circ_0043837	2.321928095	0.663747764	4.133962904	1.487322856	2.658751561	2.070881559
hsa_circ_0043812	1.584962501	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0043469	0	0.663747764	2.870928498	0.487322856	0.658751561	0.485919059
hsa_circ_0043462	0	2.248710265	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0043427	0	2.248710265	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0043424	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0043389	4.169925001	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0043329	2	0.663747764	3.133962904	0.487322856	0.658751561	1.485919059
hsa_circ_0043317	0	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0043302	0	0.663747764	2.133962904	0.487322856	0.658751561	1.485919059
hsa_circ_0043297	0	0.663747764	2.870928498	0.487322856	0.658751561	0.485919059
hsa_circ_0043280	2.807354922	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0043278	0	0.663747764	0.549000403	0.487322856	2.658751561	0.485919059
hsa_circ_0043277	0	0.663747764	0.549000403	0.487322856	2.243714061	0.485919059
hsa_circ_0043256	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0043230	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0043143	0	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0043136	0	0.663747764	3.718925404	0.487322856	0.658751561	1.485919059
hsa_circ_0043123	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0043060	0	0.663747764	0.549000403	0.487322856	3.658751561	0.485919059
hsa_circ_0043001	3.321928095	0.663747764	0.549000403	2.809250951	2.980679655	0.485919059
hsa_circ_0042994	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0042993	2	0.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0042986	0	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0042962	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0042961	0	2.248710265	0.549000403	1.487322856	2.658751561	0.485919059
hsa_circ_0042881	0	0.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0042880	0	2.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0042860	0	0.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0042852	1.584962501	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0042839	0	0.663747764	3.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0042825	0	0.663747764	0.549000403	0.487322856	3.658751561	0.485919059
hsa_circ_0042823	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0042817	3.700439718	2.985675859	3.870928498	0.487322856	4.243714061	0.485919059
hsa_circ_0042804	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0042799	1.584962501	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0042532	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0042496	0	3.471102686	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0042458	1.584962501	0.663747764	0.549000403	1.487322856	0.658751561	0.485919059
hsa_circ_0042361	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0042356	0	0.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0042335	0	0.663747764	0.549000403	0.487322856	3.980679655	0.485919059
hsa_circ_0042270	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0042264	0	2.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0042261	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0042231	0	2.248710265	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0042175	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0042174	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0042141	1.584962501	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0042091	3	2.663747764	3.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0042079	1.584962501	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0042072	0	0.663747764	0.549000403	1.487322856	0.658751561	0.485919059
hsa_circ_0042049	2.807354922	0.663747764	0.549000403	1.487322856	0.658751561	0.485919059
hsa_circ_0041694	0	0.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0041671	1.584962501	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0041638	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0041462	0	0.663747764	0.549000403	2.072285357	0.658751561	0.485919059
hsa_circ_0041416	0	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0041385	0	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0041382	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
