	[C](normalized)	[CCML](normalized)	[Ca](normalized)	[CWP](normalized)	[N](normalized)	[NCML](normalized)
hsa_circ_0003215	0	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0003209	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0003206	2.321928095	0.663747764	1.549000403	0.487322856	3.243714061	0.485919059
hsa_circ_0003203	0	0.663747764	0.549000403	0.487322856	0.658751561	1.485919059
hsa_circ_0003201	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0003195	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0003192	0	1.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0003190	1	2.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0003187	2	3.471102686	2.549000403	2.487322856	0.658751561	2.070881559
hsa_circ_0003184	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0003183	0	0.663747764	3.870928498	0.487322856	0.658751561	0.485919059
hsa_circ_0003182	0	0.663747764	0.549000403	2.072285357	0.658751561	0.485919059
hsa_circ_0003181	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0003179	2.584962501	4.123179383	0.549000403	2.072285357	0.658751561	0.485919059
hsa_circ_0003177	2.321928095	0.663747764	2.870928498	2.072285357	0.658751561	2.485919059
hsa_circ_0003167	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0003166	0	2.248710265	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0003164	2.584962501	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0003162	1	3.985675859	0.549000403	0.487322856	0.658751561	1.485919059
hsa_circ_0003157	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0003154	3.906890596	3.471102686	4.549000403	0.487322856	3.658751561	0.485919059
hsa_circ_0003149	0	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0003147	0	0.663747764	2.870928498	0.487322856	0.658751561	0.485919059
hsa_circ_0003146	0	2.248710265	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0003142	3.906890596	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0003141	0	3.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0003131	2.807354922	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0003126	0	0.663747764	4.249440121	2.072285357	0.658751561	0.485919059
hsa_circ_0003123	2	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0003122	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0003119	1	3.248710265	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0003117	1.584962501	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0003116	1.584962501	0.663747764	3.718925404	0.487322856	0.658751561	0.485919059
hsa_circ_0003113	1.584962501	0.663747764	2.549000403	0.487322856	0.658751561	2.070881559
hsa_circ_0003105	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0003101	1.584962501	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0003100	0	2.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0003094	0	0.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0003078	2.807354922	2.985675859	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0003073	2	1.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0003070	0	2.985675859	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0003067	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0003066	0	0.663747764	3.870928498	0.487322856	0.658751561	0.485919059
hsa_circ_0003061	0	2.985675859	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0003060	2.321928095	0.663747764	3.356355325	0.487322856	0.658751561	1.485919059
hsa_circ_0003056	2.807354922	3.248710265	4.356355325	3.072285357	0.658751561	0.485919059
hsa_circ_0003054	3.321928095	1.663747764	2.549000403	0.487322856	4.118183179	0.485919059
hsa_circ_0003048	2.807354922	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0003045	2.321928095	0.663747764	2.549000403	2.487322856	4.466106483	0.485919059
hsa_circ_0003042	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0003037	1.584962501	0.663747764	3.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0003035	0	2.248710265	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0003034	0	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0003032	0	0.663747764	3.718925404	0.487322856	4.466106483	0.485919059
hsa_circ_0003028	4.321928095	2.985675859	0.549000403	0.487322856	2.243714061	0.485919059
hsa_circ_0003026	0	0.663747764	2.133962904	1.487322856	0.658751561	0.485919059
hsa_circ_0003025	0	0.663747764	0.549000403	0.487322856	1.658751561	0.485919059
hsa_circ_0003023	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0003018	0	0.663747764	1.549000403	1.487322856	0.658751561	0.485919059
hsa_circ_0003010	0	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0003006	0	0.663747764	3.718925404	1.487322856	0.658751561	0.485919059
hsa_circ_0003005	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0003001	0	0.663747764	0.549000403	0.487322856	2.658751561	0.485919059
hsa_circ_0003000	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002999	1.584962501	1.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002998	0	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002995	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002991	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0002990	0	0.663747764	0.549000403	0.487322856	3.658751561	0.485919059
hsa_circ_0002988	0	2.248710265	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0002985	0	0.663747764	0.549000403	0.487322856	0.658751561	2.070881559
hsa_circ_0002984	0	0.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002982	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002981	0	0.663747764	3.718925404	3.072285357	0.658751561	0.485919059
hsa_circ_0002980	1.584962501	1.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002976	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002974	0	0.663747764	0.549000403	2.487322856	0.658751561	0.485919059
hsa_circ_0002972	1	0.663747764	2.133962904	2.487322856	0.658751561	0.485919059
hsa_circ_0002968	2.807354922	2.248710265	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002966	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0002965	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0002961	1.584962501	1.663747764	3.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002958	0	0.663747764	2.870928498	0.487322856	0.658751561	0.485919059
hsa_circ_0002954	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002947	2	2.663747764	3.718925404	2.809250951	0.658751561	0.485919059
hsa_circ_0002946	0	2.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002940	2.584962501	0.663747764	4.133962904	0.487322856	0.658751561	1.485919059
hsa_circ_0002932	2	2.248710265	0.549000403	0.487322856	0.658751561	1.485919059
hsa_circ_0002928	0	0.663747764	3.718925404	3.809250951	0.658751561	1.485919059
hsa_circ_0002926	2.321928095	3.471102686	4.008432022	0.487322856	0.658751561	0.485919059
hsa_circ_0002925	0	0.663747764	2.870928498	0.487322856	0.658751561	0.485919059
hsa_circ_0002924	2	2.663747764	3.133962904	0.487322856	0.658751561	1.485919059
hsa_circ_0002922	5.321928095	4.123179383	4.356355325	3.487322856	3.243714061	4.070881559
hsa_circ_0002920	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0002919	2.807354922	2.663747764	3.356355325	2.809250951	4.359191279	0.485919059
hsa_circ_0002918	2.321928095	1.663747764	0.549000403	0.487322856	0.658751561	1.485919059
hsa_circ_0002917	0	0.663747764	4.718925404	3.294677779	0.658751561	0.485919059
hsa_circ_0002915	1.584962501	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002913	0	0.663747764	3.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0002910	2.584962501	0.663747764	0.549000403	0.487322856	4.359191279	0.485919059
hsa_circ_0002908	2.321928095	3.471102686	3.356355325	2.487322856	0.658751561	2.070881559
hsa_circ_0002906	3	0.663747764	3.356355325	0.487322856	0.658751561	0.485919059
hsa_circ_0002902	0	0.663747764	2.870928498	0.487322856	0.658751561	0.485919059
hsa_circ_0002901	0	0.663747764	2.549000403	0.487322856	0.658751561	1.485919059
hsa_circ_0002897	0	0.663747764	0.549000403	2.072285357	0.658751561	0.485919059
hsa_circ_0002894	1.584962501	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002891	1.584962501	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002886	1.584962501	3.663747764	2.133962904	0.487322856	0.658751561	1.485919059
hsa_circ_0002883	2.584962501	0.663747764	2.549000403	0.487322856	3.658751561	1.485919059
hsa_circ_0002882	3.807354922	2.985675859	3.133962904	0.487322856	0.658751561	1.485919059
hsa_circ_0002881	0	2.248710265	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0002880	0	0.663747764	1.549000403	0.487322856	0.658751561	1.485919059
hsa_circ_0002879	0	2.248710265	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002878	1.584962501	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002876	0	2.248710265	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002874	3.906890596	3.471102686	3.718925404	0.487322856	0.658751561	0.485919059
hsa_circ_0002867	2	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002864	0	2.248710265	0.549000403	0.487322856	0.658751561	1.485919059
hsa_circ_0002862	1	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0002860	0	3.471102686	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002854	0	1.663747764	1.549000403	0.487322856	4.359191279	0.485919059
hsa_circ_0002847	3.906890596	2.985675859	3.133962904	3.487322856	0.658751561	1.485919059
hsa_circ_0002846	1.584962501	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002843	1.584962501	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002839	0	0.663747764	3.718925404	0.487322856	0.658751561	0.485919059
hsa_circ_0002837	4	3.471102686	5.192856593	2.072285357	0.658751561	0.485919059
hsa_circ_0002832	2	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0002831	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0002818	0	0.663747764	2.870928498	0.487322856	0.658751561	0.485919059
hsa_circ_0002816	0	0.663747764	0.549000403	0.487322856	4.359191279	0.485919059
hsa_circ_0002810	0	1.663747764	2.133962904	1.487322856	0.658751561	0.485919059
hsa_circ_0002808	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002807	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002805	2.321928095	2.248710265	4.008432022	0.487322856	0.658751561	0.485919059
hsa_circ_0002802	2.807354922	3.248710265	3.718925404	2.809250951	0.658751561	0.485919059
hsa_circ_0002799	2.321928095	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002798	0	0.663747764	2.870928498	0.487322856	0.658751561	0.485919059
hsa_circ_0002795	0	0.663747764	0.549000403	0.487322856	3.980679655	2.070881559
hsa_circ_0002794	2	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002793	0	0.663747764	0.549000403	0.487322856	3.243714061	0.485919059
hsa_circ_0002792	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002791	0	0.663747764	3.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0002789	3	2.985675859	3.133962904	0.487322856	0.658751561	1.485919059
hsa_circ_0002785	0	0.663747764	3.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0002782	2	3.663747764	0.549000403	0.487322856	3.980679655	0.485919059
hsa_circ_0002781	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002780	0	0.663747764	2.870928498	0.487322856	0.658751561	0.485919059
hsa_circ_0002775	2.321928095	0.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002771	2.321928095	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002770	2.807354922	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002767	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0002766	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0002762	0	3.248710265	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002758	1.584962501	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002756	0	0.663747764	0.549000403	2.072285357	0.658751561	0.485919059
hsa_circ_0002754	0	2.248710265	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002750	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0002738	0	0.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002733	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002732	0	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002727	0	2.248710265	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002723	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0002722	4.807354922	3.663747764	3.549000403	2.072285357	2.243714061	3.070881559
hsa_circ_0002717	0	0.663747764	2.133962904	1.487322856	0.658751561	0.485919059
hsa_circ_0002713	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002711	2	3.985675859	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002706	0	0.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002695	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002693	2	3.985675859	4.455890999	0.487322856	4.118183179	0.485919059
hsa_circ_0002692	3.906890596	0.663747764	3.718925404	2.809250951	0.658751561	0.485919059
hsa_circ_0002691	0	0.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002690	0	0.663747764	0.549000403	1.487322856	0.658751561	0.485919059
hsa_circ_0002688	0	0.663747764	3.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0002687	0	0.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002685	0	0.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002682	1	0.663747764	3.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0002678	0	0.663747764	0.549000403	2.809250951	0.658751561	0.485919059
hsa_circ_0002671	2.584962501	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002669	0	2.663747764	4.941317826	3.809250951	4.118183179	1.485919059
hsa_circ_0002665	4.392317423	3.833672766	5.593394522	3.946754475	4.828676562	2.807847153
hsa_circ_0002664	1.584962501	2.663747764	1.549000403	0.487322856	0.658751561	2.070881559
hsa_circ_0002663	0	0.663747764	0.549000403	1.487322856	0.658751561	0.485919059
hsa_circ_0002662	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002661	2	0.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002660	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0002655	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002653	0	0.663747764	2.870928498	0.487322856	0.658751561	0.485919059
hsa_circ_0002647	0	0.663747764	3.356355325	3.809250951	0.658751561	0.485919059
hsa_circ_0002643	1.584962501	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002642	0	0.663747764	3.718925404	0.487322856	0.658751561	0.485919059
hsa_circ_0002638	1	0.663747764	3.356355325	0.487322856	0.658751561	0.485919059
hsa_circ_0002635	0	1.663747764	2.549000403	2.487322856	0.658751561	0.485919059
hsa_circ_0002634	0	4.123179383	3.133962904	0.487322856	2.658751561	0.485919059
hsa_circ_0002632	0	2.248710265	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002631	1.584962501	2.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002629	2.321928095	0.663747764	3.870928498	0.487322856	0.658751561	0.485919059
hsa_circ_0002628	0	1.663747764	1.549000403	1.487322856	0.658751561	0.485919059
hsa_circ_0002622	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002620	2	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002619	1.584962501	2.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002618	0	0.663747764	3.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0002617	0	0.663747764	0.549000403	0.487322856	4.118183179	0.485919059
hsa_circ_0002610	1.584962501	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002607	0	3.248710265	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002606	0	2.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002603	0	1.663747764	0.549000403	0.487322856	0.658751561	1.485919059
hsa_circ_0002602	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0002601	2	3.248710265	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002600	1	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0002599	0	1.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002590	3.169925001	2.248710265	3.133962904	0.487322856	3.980679655	0.485919059
hsa_circ_0002579	0	2.248710265	2.549000403	1.487322856	0.658751561	0.485919059
hsa_circ_0002570	1.584962501	0.663747764	4.008432022	0.487322856	0.658751561	3.485919059
hsa_circ_0002568	1.584962501	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002566	3.459431619	3.985675859	5.455890999	3.487322856	0.658751561	3.293273981
hsa_circ_0002564	2.584962501	2.985675859	3.133962904	1.487322856	0.658751561	1.485919059
hsa_circ_0002563	0	3.663747764	4.008432022	2.072285357	0.658751561	2.485919059
hsa_circ_0002558	2	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002557	1.584962501	0.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002556	0	3.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0002553	0	0.663747764	3.133962904	0.487322856	0.658751561	1.485919059
hsa_circ_0002551	0	0.663747764	2.870928498	2.072285357	0.658751561	0.485919059
hsa_circ_0002544	3.321928095	3.663747764	4.636463244	2.072285357	4.565642156	2.485919059
hsa_circ_0002539	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002538	3.700439718	2.985675859	3.133962904	0.487322856	4.118183179	0.485919059
hsa_circ_0002537	0	0.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002534	1.584962501	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0002533	2.321928095	0.663747764	3.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0002532	1.584962501	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002523	0	1.663747764	3.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0002519	0	0.663747764	0.549000403	0.487322856	2.243714061	0.485919059
hsa_circ_0002516	0	0.663747764	0.549000403	1.487322856	0.658751561	0.485919059
hsa_circ_0002507	0	0.663747764	0.549000403	0.487322856	0.658751561	2.070881559
hsa_circ_0002503	0	0.663747764	0.549000403	0.487322856	3.243714061	1.485919059
hsa_circ_0002501	3.169925001	3.833672766	4.008432022	2.072285357	0.658751561	1.485919059
hsa_circ_0002500	2.807354922	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002496	1	0.663747764	3.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0002490	6.614709844	6.892566455	6.479737741	4.879640279	6.213340412	5.070881559
hsa_circ_0002487	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0002484	4.247927513	4.833672766	6.221425745	4.657247858	5.413639063	3.293273981
hsa_circ_0002480	0	1.663747764	0.549000403	1.487322856	0.658751561	0.485919059
hsa_circ_0002479	1.584962501	2.663747764	0.549000403	0.487322856	0.658751561	2.070881559
hsa_circ_0002478	1.584962501	2.663747764	3.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0002474	0	0.663747764	0.549000403	0.487322856	4.243714061	0.485919059
hsa_circ_0002473	4.087462841	4.364187482	5.906552408	2.809250951	0.658751561	2.807847153
hsa_circ_0002470	2.321928095	2.248710265	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002468	3.321928095	5.521728759	5.303887905	2.487322856	4.466106483	2.807847153
hsa_circ_0002467	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0002466	0	0.663747764	0.549000403	2.072285357	0.658751561	0.485919059
hsa_circ_0002463	1.584962501	0.663747764	3.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0002460	0	0.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002459	1	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002458	3	2.248710265	3.133962904	1.487322856	0.658751561	0.485919059
hsa_circ_0002457	4.95419631	4.751210606	5.549000403	3.487322856	5.182313517	2.807847153
hsa_circ_0002456	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0002454	0	0.663747764	4.249440121	0.487322856	0.658751561	0.485919059
hsa_circ_0002451	2.584962501	2.248710265	3.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0002450	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002448	2	1.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002443	2	0.663747764	3.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0002441	2.807354922	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002440	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002439	0	1.663747764	3.870928498	0.487322856	0.658751561	0.485919059
hsa_circ_0002437	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0002436	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0002435	2.321928095	1.663747764	0.549000403	0.487322856	3.980679655	0.485919059
hsa_circ_0002434	0	0.663747764	0.549000403	0.487322856	0.658751561	1.485919059
hsa_circ_0002433	2	2.663747764	2.133962904	0.487322856	0.658751561	1.485919059
hsa_circ_0002431	2.321928095	4.471102686	3.356355325	2.487322856	0.658751561	2.485919059
hsa_circ_0002428	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002426	1.584962501	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002425	0	0.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002417	2.584962501	0.663747764	3.870928498	0.487322856	0.658751561	0.485919059
hsa_circ_0002412	0	0.663747764	2.133962904	1.487322856	0.658751561	0.485919059
hsa_circ_0002408	0	2.248710265	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002407	0	0.663747764	0.549000403	1.487322856	0.658751561	0.485919059
hsa_circ_0002404	0	0.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002398	4.857980995	5.949149983	6.718925404	4.487322856	4.828676562	3.293273981
hsa_circ_0002397	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002395	0	2.985675859	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002392	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002388	0	2.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002387	2.807354922	1.663747764	0.549000403	1.487322856	4.118183179	3.485919059
hsa_circ_0002383	0	2.248710265	2.870928498	0.487322856	0.658751561	0.485919059
hsa_circ_0002382	3	0.663747764	3.718925404	0.487322856	0.658751561	2.070881559
hsa_circ_0002381	0	0.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002377	0	1.663747764	0.549000403	0.487322856	3.243714061	0.485919059
hsa_circ_0002374	1	0.663747764	3.356355325	0.487322856	0.658751561	0.485919059
hsa_circ_0002372	0	0.663747764	2.870928498	0.487322856	0.658751561	0.485919059
hsa_circ_0002371	2.584962501	2.985675859	2.870928498	2.072285357	0.658751561	0.485919059
hsa_circ_0002370	0	0.663747764	0.549000403	0.487322856	0.658751561	2.070881559
hsa_circ_0002368	2	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002360	3.321928095	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002359	0	0.663747764	1.549000403	1.487322856	0.658751561	1.485919059
hsa_circ_0002357	2	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002353	1.584962501	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002352	1	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002350	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0002349	2	2.985675859	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002347	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002346	3	2.248710265	4.356355325	3.072285357	0.658751561	2.485919059
hsa_circ_0002336	0	0.663747764	0.549000403	1.487322856	0.658751561	0.485919059
hsa_circ_0002333	0	3.248710265	0.549000403	0.487322856	5.612947871	0.485919059
hsa_circ_0002330	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002328	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002326	2	2.985675859	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002325	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002321	1	3.248710265	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002320	0	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002318	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002316	2.321928095	3.248710265	5.133962904	4.809250951	0.658751561	0.485919059
hsa_circ_0002313	0	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002312	2.584962501	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002305	0	2.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0002302	0	0.663747764	0.549000403	0.487322856	2.980679655	0.485919059
